"","Limit_Outdoor_Active","Limit_Exercise_Home","Limit_Exercise_Gym","Limit_People","Limit_Groups","Limit_Travel","Health_General","COVID_Worry","COVID_Too_Much_Time","COVID_Lot_Time","COVID_Afraid","COVID_Irritable","COVID_Guilty","COVID_Sad","COVID_Preoccupied","COVID_Stressed","Hrs_Screen","Hrs_Outdoor","Hrs_Exercise","Educ_Mom","Educ_Dad","Educ_Self","Income_Relative","Class_Self","Class_Mom","Class_Dad","Park_Use","Infected_Any","Female","BMI","Educ_College_Grad","ResponseId","Age","Source","GIS_ZIP","Ethnoracial_Group","COVID_F2_LostTime","COVID_F1_BadMoods","Type","Classification","Classification_High","Ethnoracial_Group_f","NHWhite_f","Ethnoracial_Group_White1_Asian2","Age_3Groups","Age_18to25","Source_NCSU","Class_Self_group","Class_Mom_group","Class_Dad_group","Income_Relative_group","Educ_Mom_group","Educ_Dad_group","Health_General_group","BMI_group","Hrs_Outdoor_group","Hrs_Screen_group","Hrs_Exercise_group"
"65",1,3,5,5,5,5,1,5,4,5,49.86,0,0,0,0,61.55,7.69201006389973,1.46797668353922,0.931412153677793,6,5,3,3,4,4,4,2.82662934629483,0,1,19.3682921801105,0,"R_21FFTe17Umge4uj","18 to 24","Clemson",NA,"NHWhite",0.325654396351488,-1.30365133181002,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,2,2,2,1,2,2,1,2
"66",3,2,5,4,5,5,4,4,5,5,54.51,41.27,17.18,59.86,50.99,56.9,7.30558821438676,1.34705210396741,0.977603583338902,6,4,6,4,3,3,3,2.10365650427882,0,0,24.4075372744478,0,"R_R3a3EV7fg7ljOKJ","25 to 32","Clemson",NA,"NHWhite",0.31910809872306,-0.183312778381182,"1","Med",0,"NHWhite","1","1","25 to 32","0","0",2,2,2,3,2,1,2,2,2,1,2
"67",2,2,2,4,4,4,3,3,2,2,58.17,46.9,6.34,36.9,71.69,58.87,7.19819818824129,1.36820041491572,0.977603583338902,3,3,3,3,3,3,3,2.88983884923882,0,0,24.4072755552772,0,"R_1mfJ98oqWq2g2vj","18 to 24","Clemson",NA,"NHWhite",-1.03498038052227,-0.116193279545856,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,1,1,2,2,2,1,2
"68",3,1,4,3,5,4,3,2,5,5,8.06,26.77,0,39.35,17.42,17.1,7.39947046546902,1.51855139911045,0.977603583338902,6,6,3,5,4,4,4,2.34207181213362,0,0,23.4627581137878,0,"R_pxDKZU1RbNoh5pT","18 to 24","Clemson",NA,"NHWhite",-0.0815187490210346,-1.33449878927155,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,2,1,2
"69",5,5,5,4,5,5,3,5,5,6,100,80.52,29.51,100,75.07,100,8.99887291640592,0.734890318692171,0.65396369138028,3,3,7,2,1,3,3,1.7750970280367,0,1,60.0766973018321,1,"R_2YlTQmUFMpqNiwL","25 to 32","Clemson",NA,"NHBlack",0.710246081475916,1.2362053913604,"3","High",1,"NHBlack","0","0","25 to 32","0","0",1,2,2,1,1,1,2,4,1,2,2
"70",2,1,2,2,2,2,5,1,2,2,7.1,7.1,8.71,26.77,12.9,7.74,6.91911980267939,1.54023922979829,0.977603583338902,5,6,6,4,3,4,4,2.88983884923882,0,1,25.0878862484369,0,"R_stnkSW13wolBBlv","25 to 32","Clemson",NA,"NHWhite",-1.43560722826637,-1.67987679045162,"2","Low",0,"NHWhite","1","1","25 to 32","0","0",2,3,3,3,2,5,2,3,2,1,2
"71",1,3,4,4,4,4,4,5,7,6,65.49,81.41,74.65,56.76,84.51,61.55,7.07717399753155,1.65924724630979,0.960390898617064,7,6,6,5,4,5,5,2.96846496273318,0,1,24.3276472712115,0,"R_237XfFE0M0TV3rT","25 to 32","Clemson",NA,"Hisp",1.09778033396315,0.447177436908874,"3","High",1,"Hisp","0","0","25 to 32","0","0",3,3,3,3,2,5,2,2,2,1,2
"72",4,2,5,5,5,3,4,4,5,4,91.41,100,8.73,91.41,80.99,100,7.89176168299812,0.970913139529742,0.597943039946026,4,7,3,5,4,4,4,1.99279567714687,0,1,20.506179345692,0,"R_xaWCfRGwde04i3f","18 to 24","Clemson",NA,"NHWhite",0.128283539842251,1.29239284070796,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,1,5,2,2,1,1,2
"73",1,1,5,4,5,5,4,2,5,5,49.72,49.72,0,49.58,49.72,60,7.30558821438676,1.54023922979829,0.977603583338902,5,4,6,1,2,3,3,2.912315913459,0,1,25.1096073620719,0,"R_2cuYJGO29vsxyQs","33 to 44","Clemson",NA,"NHWhite",-0.0815187490210346,-0.220750986620113,"1","Med",0,"NHWhite","1","1","Over 32","0","0",1,2,2,1,2,1,2,3,2,1,2
"74",4,3,5,4,5,5,3,4,6,5,59.15,62.82,0,58.73,77.61,69.44,8.05255696907177,0.785784244925822,0.543928027880672,3,1,3,5,4,2,2,1.95788938157062,0,0,32.7142313060136,0,"R_1EX4KIlRT7bBuya","65 to 74","Clemson",NA,"NHWhite",0.512875224966679,0.291068467905812,"3","High",1,"NHWhite","1","1","Over 32","0","0",3,1,1,3,1,1,2,4,1,2,2
"75",3,1,5,4,5,4,3,5,2,5,67.62,28.94,0,29.23,53.7481210864716,73.07,7.63480529439716,1.51855139911045,0.977603583338902,6,2,4,3,1,3,1,2.06404688431143,1,0,27.4085711904995,0,"R_2BamDG45O0tBwDB","25 to 32","Clemson",NA,"NHWhite",-0.0618798561357499,-0.258620513520281,"1","Med",0,"NHWhite","1","1","25 to 32","0","0",1,2,1,2,2,1,2,3,2,1,2
"76",2,1,5,3,4,4,5,5,7,6,70.65,100,0,69.68,10.65,64.52,7.17788866851321,1.51855139911045,0.977603583338902,3,5,3,4,4,4,4,2.88983884923882,0,1,23.2269278097878,0,"R_2Vx3fLqBp5RcqZu","18 to 24","Clemson",NA,"NHWhite",1.09778033396315,0.180044703216027,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,1,2,2,2,2,1,2
"77",3,2,4,4,4,3,2,2,5,4,58.89,19.87,14.2,63.46,58.7,65.48,7.51899796362062,1.36115192873789,0.977603583338902,6,3,3,1,3,3,2,2.10365650427882,0,0.590823110996372,28.6966941280821,0,"R_3dKXJEwMOTegHqq","25 to 32","Clemson",NA,"NHWhite",-0.272343307901844,-0.153428841122037,"1","Med",0,"NHWhite","1","1","25 to 32","0","0",2,2,1,1,2,1,1,3,2,1,2
"78",3,3,4,4,4,3,3,3,2,3,26.77,18.06,0,13.55,26.45,42.9,7.5172154296206,1.19814919991174,0.854060496521434,6,2,3,4,4,4,2,2.20787775609833,0,1,22.8071693167608,0,"R_1JOwIbtLFmnfhxG","18 to 24","Clemson",NA,"NHWhite",-0.844155821641462,-1.18678664250838,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",3,3,1,3,2,1,2,2,2,1,2
"79",3,2,5,3,4,5,3,3,4,6,55.35,77.75,27.917699492806,92.96,50.99,66.76,7.37339284992099,1.3536325659625,0.977603583338902,5,5,3,4,4,3,4,2.16846323240433,0,0,24.9980091071293,0,"R_a9lZzGE1awiAdKp","18 to 24","Clemson",NA,"NHWhite",0.115852107488203,0.402852383065485,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,2,3,3,2,2,2,2,2,1,2
"80",3,2,5,4,5,3,4,6,6,7,70.77,75.64,29.23,67.91,73.35,75.93,7.49906210098466,1.67433639871511,1.00658232827817,5,5,3,4,3,3,3,2.07411963074357,0,0,25.0902326650332,0,"R_1mrPmkD3z2XRt3C","18 to 24","Clemson",NA,"NHWhite",1.29515119047239,0.552927102040889,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,2,2,3,2,1,3
"81",1,1,1,1,1,1,3,1,1,1,1.52,100,1.32,1.26,18.04,0.81,7.58370185420396,1.7668964281221,0.972184956728841,3,1,2,2,1,1,1,2.78848357812966,0,0,23.6747726556678,0,"R_uwSVD2BJcmNbGud","18 to 24","Clemson",NA,"NHWhite",-1.82019891339079,-1.26368189307815,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",1,1,1,1,1,1,2,2,2,1,2
"82",1,1,4,4,5,5,3,5,6,6,75.49,80.28,18.45,66.62,86.62,70.7,7.49132242174139,1.93681330387236,1.10985267011736,6,7,6,5,3,4,4,2.8916390751119,0,1,17.4854964761833,0,"R_3m8XOPgB9jmiBMG","25 to 32","Clemson",NA,"NHWhite",0.904013207719535,0.67112436597738,"3","High",1,"NHWhite","1","1","25 to 32","0","0",2,3,3,3,2,5,2,1,2,1,3
"83",4,1,4,4,4,4,4,5,2,5,29.03,61.29,27.1,36.13,47.74,72.9,7.81858897904453,1.32233983471106,0.977603583338902,5,5,2,4,4,4,3,2.10292246627709,0,0,22.3152233648248,0,"R_1Ar3mULGhe1mcXn","18 to 24","Clemson",NA,"NHWhite",-0.0618798561357499,-0.307229366241279,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,2,3,2,2,2,2,2,1,2
"84",3,3,4,3,3,3,3,5,5,6,58.39,58.39,57.74,69.03,63.87,71.29,7.49132242174139,1.19814919991174,0.854060496521434,6,5,3,4,4,3,4,2.16910448509072,0,1,20.9825957714199,0,"R_0dFAx1Sl2dJKfLj","18 to 24","Clemson",NA,NA,0.710246081475916,0.241141600349004,"3","High",1,NA,NA,NA,"18 to 24","1","0",3,2,3,3,2,2,2,2,2,1,2
"85",2,2,5,3,5,2,4,5,4,6,60.56,60.99,50.42,71.55,91.41,91.69,7.39744017065914,2.13543444511316,1.20779676080236,6,7,6,4,4,4,4,2.81301296161754,0,1,24.4618092076421,0,"R_vI7jnevoUtfX0ZP","25 to 32","Clemson",NA,"NHWhite",0.516478955232297,0.656349475494467,"3","High",1,"NHWhite","1","1","25 to 32","0","0",3,3,3,3,2,5,2,2,3,1,3
"87",3,1,5,3,4,4,5,1,4,5,23.94,34.65,0,65.35,39.86,64.93,7.27951059883874,1.54023922979829,0.977603583338902,5,4,5,3,3,3,3,2.17118384147526,0,0,23.7340038723287,1,"R_2w7Ead5r08Dnw5Z","18 to 24","Clemson",NA,"NHWhite",-0.475599299136701,-0.436855557886025,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,1,2,2,2,1,2
"88",1,3,4,2,2,2,4,2,2,4,62.46,60.17,61.6,71.63,70.77,71.35,7.31386596650501,1.24098534154788,0.854060496521434,3,6,3,4,3,3,3,2.83549002583772,0,0,21.3389323426137,0,"R_1rJIFa3UoPKSHp4","18 to 24","Clemson",NA,"NHWhite",-0.8536446866327,0.355353894885276,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,1,5,2,2,2,1,2
"89",4,1,5,4,4,3,4,4,4,4,20.7,50.99,0.14,9.58,50.99,50.99,7.74286005659822,1.29407154202813,0.977603583338902,6,6,6,5,4,4,4,2.18623987150677,0,1,19.691097049779,0,"R_2zo4cssCTxJmGHe","25 to 32","Clemson",NA,"NHWhite",-0.0654835864013682,-0.780655657584249,"1","Med",0,"NHWhite","1","1","25 to 32","0","0",3,3,3,3,2,5,2,2,2,1,2
"90",4,1,4,4,5,4,5,2,4,2,73.8,33.66,12.68,80.28,27.89,41.27,7.62511509244663,1.28041277122147,0.977603583338902,3,5,6,3,2,4,5,2.03103763870628,0,1,26.5710130815575,0,"R_10u4SRdENqiuliO","25 to 32","Clemson",NA,"NHWhite",-0.847759551907081,-0.236620252287577,"1","Med",0,"NHWhite","1","1","25 to 32","0","0",1,3,3,2,1,2,2,3,2,1,2
"91",2,1,5,4,5,4,2,2,6,5,23.23,77.1,0,83.87,26.77,72.58,7.73854946576654,1.5760268852566,0.943206211789569,6,6,5,2,2,2,2,2.74992301552844,0,1,33.8365676731353,1,"R_Y3RsoynImATwQKd","18 to 24","Clemson",NA,"NHWhite",0.112248377222584,-0.0431392998485761,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,1,1,1,2,5,1,4,2,1,2
"92",1,1,4,3,3,3,5,5,6,7,7.61,60.42,0,30.14,61.27,61.13,7.10431593715904,1.54023922979829,0.977603583338902,5,5,5,4,3,3,3,2.912315913459,0,0,24.0720202809945,1,"R_0IIAu1uIGNIlLtT","18 to 24","Clemson",NA,"NHWhite",1.09483776660034,-0.502743212732892,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,2,2,2,2,1,2
"93",2,1,4,3,4,4,5,3,6,5,36.39,25.79,4.58,83.95,54.15,60.17,7.10431593715904,1.51855139911045,0.977603583338902,5,5,3,4,4,3,4,2.88983884923882,0,0,20.2230565539369,0,"R_R2KQ77shsXoyQ0h","18 to 24","Clemson",NA,"NHWhite",0.312561801094631,-0.198961099896898,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,2,3,3,2,2,2,2,2,1,2
"94",5,5,5,5,5,5,4,6,5,6,73.35,70.49,63.32,79.08,99.71,95.13,9.46754202661826,0.599747598385658,0.508897737141918,7,7,5,2,2,2,4,1.62911361965147,0,1,20.1939699419837,1,"R_2D6KZFJbAYdAkSL","18 to 24","Clemson",NA,"NHWhite",0.910559505347963,0.962279563847167,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,1,3,1,2,5,2,2,1,2,2
"95",1,1,2,1,3,2,4,1,2,2,21.29,40.32,0,0.65,20.65,36.77,7.4466111225702,1.54023922979829,0.943206211789569,3,2,6,1,2,1,1,2.912315913459,0,1,28.1916732245137,0,"R_2v062lHxF5xGHnB","25 to 32","Clemson",NA,"NHWhite",-1.43560722826637,-1.25471338665779,"2","Low",0,"NHWhite","1","1","25 to 32","0","0",1,1,1,1,1,1,2,3,2,1,2
"96",3,1,4,2,4,2,1,5,5,6,29.58,41.13,29.3,72.39,39.3,71.55,7.53318336407163,2.09526076805067,1.10452641896317,6,5,5,4,3,4,4,2.35043043434583,1,1,32.4879607961274,1,"R_r2P1xY3nU1xcEQF","18 to 24","Clemson",NA,"NHWhite",0.710246081475916,-0.251050017375961,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,3,3,3,2,2,1,4,3,1,3
"NA",3.75242546268422,2.74131189174065,4.87890241123772,4.52455375695797,4.93226413013202,4.84190274783259,2.97122796592146,4.5258599842594,4.36559296946421,4.90026770984473,63.0038919389516,62.1704749387791,29.5131169829418,68.2732398391929,54.8993196357343,67.6431329394443,7.93387423124518,0.749996589467508,0.574625352446026,4.93129591876818,5.13476855586575,3.2126080263938,3.28805054851812,2.82411169466509,2.94590823311916,3.02925222384786,2.02628337792747,0.195469530935991,0.657780899679945,23.2972019583989,0,NA,NA,NA,NA,NA,0.28248631519664,0.201102817498125,"3","High",1,NA,NA,NA,NA,NA,NA,1,1,3,3,1,5,NA,2,1,1,2
"98",2,4,2,3,3,4,4,2,2,4,35.77,91.27,11.13,89.72,62.68,61.13,8.25171902439643,1.26267317223571,0.931412153677793,3,5,5,4,1,4,4,2.82674890314973,0,1,24.0306789207328,1,"R_C7DkBz2nzkIBjwd","18 to 24","Clemson",NA,"NHWhite",-0.8536446866327,0.37635489017668,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,3,3,3,1,2,2,2,2,2,2
"99",3,3,5,5,5,4,4,5,5,6,59.15,69.58,27.61,70.7,69.72,70.85,7.57223480493826,1.19814919991174,0.854060496521434,6,5,3,4,4,4,4,2.14164696794001,1,1,19.4927764776765,0,"R_3gYJuJ7QNgHol1m","18 to 24","Clemson",NA,"NHWhite",0.710246081475916,0.379353773917868,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,2,2,2,2,1,2
"100",2.82375378828863,1.88294666976218,4.90749675653102,4.16820679721202,4.8810533607184,4.65840765419805,4,3,5,5,49.2392463050385,61.1306441004557,26.7404461003582,63.511621010098,56.0151917971875,65.0622604503308,3.1,5.9,5.9,3,3,5,3,3,3,3,2.06536319631758,1,1,21.6328924965542,1,"R_3EutUxpnnka9D4Z","18 to 24","Clemson",NA,"NHWhite",0.118794674851013,0.0460847468764574,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,1,1,2,2,3,1,3
"101",1,2,5,3,4,4,4,3,6,5,37.25,21.49,21.78,60.17,48.14,68.48,7.27951059883874,1.41815653828647,0.977603583338902,6,5,6,4,3,4,4,2.83549002583772,0,0,23.7340038723287,0,"R_3lYLjXTtLVq1Ejo","18 to 24","Clemson",NA,"NHWhite",0.312561801094631,-0.381905644196893,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,3,3,3,2,2,2,2,2,1,2
"102",3.94140091823018,2.72361902294055,4.87045114383504,4.47346031421375,4.8810533607184,4.52206638002585,4,5,7,1,28.68,62.19,67.11,89.11,45.99,71.18,7.97695394290772,0.749996589467508,0.543928027880672,5,5,5,3,3,3,3,1.99373566726637,0,0,28.2460155862605,1,"R_3iq0cFQz7ZCHjlg","25 to 32","Clemson",NA,"NHAsian",0.143657539559109,0.0637443771219979,"1","Med",0,"NHAsian","0","2","25 to 32","0","0",2,2,2,2,2,2,2,3,1,1,2
"103",3,4,5,4,5,3,2,2.63609086446802,2.81822087133444,3.56919572909117,18.45,93.38,89.3,22.54,40.28,40.42,8.3,0.8,0.1,5,5,6,3,1,2,3,2.14118676786168,0,1,24.1289954769259,0,"R_23WQQZgqjgURFkU","18 to 24","Clemson",NA,"NHWhite",-0.649890875766502,-0.560383238884649,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,1,2,2,2,2,1,2,1,2,1
"104",4,4,5,3,5,4,3,6,6,7,78.59,75.49,35.07,95.49,78.59,84.65,5.5,1.4,1.3,5,7,3,5,5,5,5,1.90843595398509,0.541315263945352,1,23.6182815821692,0,"R_tPURV8zUmOswpW1","18 to 24","Clemson",NA,"NHWhite",1.29515119047239,0.919686638686708,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,2,1,3
"105",1,1,1,2,2,1,2,6,6,6,31.87,100,61.54,0,49.5,89.47,7.88122368555144,1.88921135523383,1.00658232827817,5,6,5,4,3,4,4,2.80327273475617,0.276160413268883,1,25.8243895734807,1,"R_p4wKfzPoBKOouJP","18 to 24","Clemson",NA,"NHWhite",1.10432663159158,-0.140361004702467,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,3,3,3,2,5,1,3,2,1,3
"106",3.34661857507967,2.02165126804003,4.91178019125726,4.48493090244904,4.8810533607184,4.65444791158132,3,2,4,2,34.93,62.25,11.97,61.97,61.69,60.7,8,0.5,0.3,5,5,3,5,3,3,3,2.23599056960076,0,1,21.7288190555957,0,"R_1MLnlkI581Uqd6g","18 to 24","Clemson",NA,"NHWhite",-0.847759551907081,-0.0528987055705963,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,2,2,2,1,2,1
"107",1,1,3,1,3,2,4,3,5,6,45.4937896710601,62.1704749387791,24.9347423435421,63.511621010098,62.2629880909771,67.8702432516117,7,0,0,4,3.23643265763286,3,1,1,1,1.39061102675099,2.83549002583772,0.34353421877627,1,29.9532357644597,0,"R_1yPkQut1sp1FnRn","18 to 24","Clemson",NA,"NHWhite",0.309619233731822,0.094299540545003,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,1,1,1,1,1,2,3,1,1,1
"108",2,1,5,1,5,4,3.30521447672247,4.45233194978977,4.240941302401,4.26512999076301,50.99,90.85,14.51,98.59,46.2,91.97,4.1,2.9,0.4,5,5,3,1,1,4,4,2.82638021042826,0,1,20.8008581697637,0,"R_cOxXeVe13zHXpKN","18 to 24","Clemson",NA,NA,0.122404392480799,0.661147526500947,"3","High",1,NA,NA,NA,"18 to 24","1","0",1,3,3,1,2,2,NA,2,3,1,1
"110",1,1,4,1,5,3,4,2,5,5,29.3844589128488,56.5163672815582,16.7166761989682,57.3207486951348,54.9097227796455,57.7933155100396,4,4.5,4.5,6,5,3,5,4,3,5,2.90024779024576,0.302478513017648,0,20.3434318905675,0,"R_1qXsBvIUkywrYs6","18 to 24","Clemson",NA,"NHWhite",-0.0815187490210346,-0.241983710724373,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,2,3,3,2,2,2,2,3,1,3
"111",2,2,4,2,2,2,5,5,7,5,63.4490989459256,64.6125136214238,38.3418514391259,68.2732398391929,56.903200941281,69.1017199071892,0.9,4,2.8,5,6,3,5,4,4,4,2.86916201089172,0,1,18.8539266351889,0,"R_2uIgEbemlOBJUQK","18 to 24","Clemson",NA,"NHWhite",0.906955775082345,0.247884843862918,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,3,1,3
"112",2.51279540067409,1.88294666976218,4.90700159260649,4.23047242144817,4.86636661664486,4.57635588474283,4,2,4,2,27.5208699202812,55.9142736455412,16.7166761989682,56.170262899308,48.552735250599,53.310892809437,0.6,2,0.6,5,6,5,4,4,4,4,2.37634893351165,0,0,26.1703317727965,1,"R_qE0s8v1jlywFYSR","18 to 24","Clemson",NA,"NHWhite",-0.847759551907081,-0.35034876586025,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,3,3,1,2
"113",2.55108249769603,1.88294666976218,4.90700159260649,4.30993537815668,4.86636661664486,4.65840765419805,4,2.6470302585772,2.90424179485536,3.56919572909117,51.13,40,19.44,80.99,29.3,29.58,2,2,1,6,5,3,4,3,3,3,2.3928952897271,0,1,19.9688238429731,0,"R_rqdOTI8eplL2lvr","18 to 24","Clemson",NA,"NHWhite",-0.631031541129937,-0.430878436719401,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,2,2,2,3,1,3
"114",2.00895791506428,1.88294666976218,4.90700159260649,4.24478480265482,4.86636661664486,4.62582330039754,3.39192590568059,3,5,3,39.01,70,49.3,38.45,39.58,80,1.9,4,0.9,6,6,2,3,3,3,3,2.81301296161754,0,1,21.9268569523996,0,"R_3KpDMRicSPeKLUl","18 to 24","Clemson",NA,"NHWhite",-0.262854442910605,-0.162279410545372,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,5,NA,2,3,1,2
"115",2.00895791506428,1.88294666976218,4.91722355208411,4.47839844409444,4.8810533607184,4.64298599881023,5,3,5,5,61.32,78.51,17.48,57.31,17.19,54.15,7.30558821438676,1.36820041491572,0.977603583338902,5,6,2,4,4,3,3,2.88983884923882,0,1,21.5225205960616,0,"R_2SeQnkNw1bcPLSx","18 to 24","Clemson",NA,"NHWhite",0.118794674851013,-0.162633256201037,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,2,2,3,2,5,2,2,2,1,2
"116",2.00895791506428,1.88294666976218,4.91722355208411,4.33052797395921,4.8810533607184,4.50664472463803,5,2,3,4,35.21,45.77,41.13,65.77,46.62,54.08,7.15559371493682,1.39646870759864,0.977603583338902,6,6,3,4,4,4,4,2.88983884923882,0,0,23.7478741048681,0,"R_1M3CS9hIJv39vsP","18 to 24","Clemson",NA,"NHWhite",-0.659877560389082,-0.303439775229214,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,2,1,2
"117",2,1,4,3,4,4,3.62754466551285,5,4,5,61.8674533318905,61.1306441004557,25.6303811298292,66.2744799513948,54.8993196357343,67.6431329394443,4,5.9,1.9,5,5,3,4,4,4,4,2.81301296161754,0,0,20.2230565539369,0,"R_2wKzyoLx0Dj39UW","18 to 24","Clemson",NA,"NHWhite",0.325654396351488,0.17052446274264,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,2,NA,2,3,1,3
"118",3.59568420571741,2.52358068041814,4.8767491754094,4.5435490195963,4.93226413013202,4.84892189963593,4,3,5,4,71.69,64.79,45.77,39.15,66.06,63.38,4.3,1,0.6,5,6,3,4,4,4,5,2.02406972926703,1,1,21.4125196156294,0,"R_2cuO8OdLC8m2D2S","18 to 24","Clemson",NA,"NHWhite",-0.0720298840297964,0.118870237855939,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,5,2,2,2,1,2
"119",1,3,1,3,4,3,5,5,5,6,75.21,60,33.8,70.99,75.63,70.85,7.39744017065914,1.26267317223571,0.931412153677793,5,5,5,4,3,3,3,2.71165769050838,0.191701194447744,1,20.3711100291941,1,"R_1B4fhYXHjXFmGJz","25 to 32","Clemson",NA,"NHWhite",0.710246081475916,0.475780986442181,"3","High",1,"NHWhite","1","1","25 to 32","0","0",2,2,2,3,2,2,2,2,2,1,2
"120",3.2237836117363,1.88294666976218,4.91722355208411,4.57643337067842,4.93226413013202,4.84892189963593,4,5,7,5,70.49,73.64,73.93,76.5,35.82,92.84,8.4,5,1.6,5,1,2,2,1,1,1,2.28562370622032,0,1,34.8675365075388,0,"R_2EDYjeU87c5Y9Lm","18 to 24","Clemson",NA,"NHBlack",0.906955775082345,0.446465747699396,"3","High",1,"NHBlack","0","0","18 to 24","1","0",1,1,1,1,2,1,2,4,3,2,3
"121",2,4,5,3,3,3,5,6,4,7,88.54,77.36,85.1,87.97,38.11,57.88,3,5,2.4,4,5,3,5,4,4,4,2.87777072602558,0.375788615289008,1,20.8008581697637,0,"R_PUtQOtaajW3Hzax","18 to 24","Clemson",NA,"NHWhite",0.907616937985153,0.442415072866206,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,1,2,2,2,3,1,3
"122",3,2,5,4,5,4,3.59540533872598,3,3,5,60.23,0,0,33.62,19.95,60.66,7.30558821438676,1.34705210396741,0.977603583338902,4,6,5,3,3,3,3,2.28697155058174,0,1,22.0685549148876,1,"R_3fq8pkp1GKEaxDM","25 to 32","Clemson",NA,"NHAsian",-0.268739577636225,-0.834548946202219,"1","Med",0,"NHAsian","0","2","25 to 32","0","0",2,2,2,2,1,5,NA,2,2,1,2
"123",3,2,5,4,5,5,3,5.26763094714182,4.36559296946421,4.95509045385946,76.2,71.97,19.86,30.42,80.56,79.44,7.1,1.9,2.1,5,5,5,3,3,3,3,2.07411963074357,0,1,25.8243895734807,1,"R_r14uLH1si0LPGF3","25 to 32","Clemson",NA,"NHWhite",0.441534522443731,0.369238928269306,"3","High",1,"NHWhite","1","1","25 to 32","0","0",2,2,2,2,2,2,2,3,2,1,3
"124",4,3,5,5,5,5,2.98281933580125,4,5,6,58.71,100,24.52,67.74,50.32,87.74,9.9,0,1.6,5,5,3,4,3,4,3,2.02196814517047,0.355993463014788,1,24.4618092076421,0,"R_2S1vudbiuoczJ0K","18 to 24","Clemson",NA,"NHBlack",0.509932657603869,0.552713870700956,"3","High",1,"NHBlack","0","0","18 to 24","1","0",2,3,2,3,2,2,NA,2,1,2,3
"125",3.35786752268727,1.9132042758026,4.91722355208411,4.41952340321877,4.8810533607184,4.63887488811356,3,2,6,5,26.62,70,24.51,59.44,30.99,21.97,7.39947046546902,1.3536325659625,0.943206211789569,5,5,2,4,3,2,4,2.23599056960076,0,0,20.9823165284531,0,"R_3hgsAkCSIghk8vN","18 to 24","Clemson",NA,"NHWhite",0.112248377222584,-0.602618427258129,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,1,3,3,2,2,2,2,2,1,2
"126",3,3,5,3,4,3,5,5.04189657904265,4.36559296946421,4.95509045385946,68.31,71.27,75.49,83.94,85.21,71.83,0.6,2.5,1,5,5,3,4,4,4,4,2.11437050339736,0,1,20.0876858896575,0,"R_3FWdFrZw3be6g4c","18 to 24","Clemson",NA,"NHWhite",0.396316898284193,0.680912082174977,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,2,2,2,2,3,1,3
